dew,humidity,pressure,temperature,timestamp,volt,rainfall,rainrate
24.48025,98.4,1010.94,24.75,1761935705,4.09,,
24.47686,98.38,1010.91,24.75,1761935765,4.09,,
24.47027,98.4,1010.91,24.74,1761935825,4.09,,
24.49023,98.4,1010.92,24.76,1761935885,4.09,,
24.43863,98.39,1010.9,24.71,1761935945,4.09,,
24.46538,98.43,1010.92,24.73,1761936005,4.09,,
24.45031,98.4,1010.94,24.72,1761936065,4.09,,
24.48195,98.41,1010.95,24.75,1761936125,4.09,,
24.4554,98.43,1010.94,24.72,1761936185,4.09,,
24.46049,98.46,1010.93,24.72,1761936245,4.09,,
24.42716,98.44,1010.95,24.69,1761936305,4.09,,
24.42716,98.44,1010.92,24.69,1761936365,4.09,,
24.44053,98.46,1010.87,24.7,1761936425,4.1,,
24.43394,98.48,1010.85,24.69,1761936485,4.09,,
24.41229,98.47,1010.84,24.67,1761936545,4.09,,
24.40909,98.51,1010.82,24.66,1761936605,4.09,,
24.4057,98.49,1010.76,24.66,1761936665,4.09,,
24.43734,98.5,1010.74,24.69,1761936725,4.09,,
24.40249,98.53,1010.72,24.65,1761936786,4.09,,
24.41418,98.54,1010.75,24.66,1761936846,4.09,,
24.3991,98.51,1010.72,24.65,1761936906,4.09,,
24.40249,98.53,1010.69,24.65,1761936966,4.09,,
24.39251,98.53,1010.66,24.64,1761937026,4.09,,
24.41248,98.53,1010.65,24.66,1761937086,4.09,,
24.42585,98.55,1010.64,24.67,1761937146,4.09,,
24.40588,98.55,1010.6,24.65,1761937206,4.09,,
24.41756,98.56,1010.57,24.66,1761937266,4.09,,
24.41756,98.56,1010.57,24.66,1761937326,4.09,,
24.42095,98.58,1010.55,24.66,1761937386,4.09,,
24.40927,98.57,1010.54,24.65,1761937446,4.09,,
24.3976,98.56,1010.5,24.64,1761937506,4.09,,
24.37763,98.56,1010.46,24.62,1761937566,4.09,,
24.37763,98.56,1010.44,24.62,1761937626,4.09,,
24.38761,98.56,1010.4,24.63,1761937686,4.09,,
24.37763,98.56,1010.36,24.62,1761937746,4.09,,
24.36934,98.57,1010.33,24.61,1761937806,4.09,,
24.37104,98.58,1010.32,24.61,1761937867,4.09,,
24.37763,98.56,1010.3,24.62,1761937927,4.09,,
24.36934,98.57,1010.25,24.61,1761937987,4.09,,
24.37104,98.58,1010.25,24.61,1761938047,4.09,,
24.32942,98.57,1010.25,24.57,1761938107,4.09,,
24.32942,98.57,1010.25,24.57,1761938167,4.09,,
24.34278,98.59,1010.25,24.58,1761938227,4.09,,
24.34278,98.59,1010.25,24.58,1761938287,4.09,,
24.35615,98.61,1010.22,24.59,1761938347,4.09,,
24.33788,98.62,1010.27,24.57,1761938407,4.09,,
24.3663,98.67,1010.23,24.59,1761938527,4.09,,
24.37967,98.69,1010.22,24.6,1761938587,4.09,,
24.39964,98.69,1010.23,24.62,1761938647,4.09,,
24.3614,98.7,1010.21,24.58,1761938707,4.09,,
24.38813,98.74,1010.2,24.6,1761938767,4.09,,
24.37476,98.72,1010.17,24.59,1761938827,4.09,,
24.41977,98.75,1010.19,24.63,1761938887,4.09,,
24.37983,98.75,1010.17,24.59,1761938947,4.09,,
24.41824,98.8,1010.18,24.62,1761939007,4.09,,
24.38152,98.76,1010.19,24.59,1761939067,4.09,,
24.40657,98.79,1010.22,24.61,1761939127,4.09,,
24.38659,98.79,1010.2,24.59,1761939188,4.09,,
24.39489,98.78,1010.21,24.6,1761939248,4.09,,
24.41164,98.82,1010.22,24.61,1761939308,4.09,,
24.41824,98.8,1010.21,24.62,1761939368,4.09,,
24.42992,98.81,1010.21,24.63,1761939428,4.09,,
24.43161,98.82,1010.22,24.63,1761939548,4.09,,
24.41501,98.84,1010.2,24.61,1761939608,4.09,,
24.4167,98.85,1010.19,24.61,1761939668,4.09,,
24.41501,98.84,1010.17,24.61,1761939728,4.09,,
24.40841,98.86,1010.14,24.6,1761939788,4.09,,
24.41839,98.86,1010.11,24.61,1761939848,4.09,,
24.39842,98.86,1010.1,24.59,1761939908,4.09,,
24.43176,98.88,1010.1,24.62,1761939968,4.09,,
24.38506,98.84,1010.07,24.58,1761940028,4.09,,
24.39013,98.87,1010.02,24.58,1761940088,4.09,,
24.39673,98.85,1010.0,24.59,1761940148,4.09,,
24.39335,98.83,1009.97,24.59,1761940208,4.09,,
24.38506,98.84,1009.95,24.58,1761940268,4.09,,
24.37339,98.83,1009.92,24.57,1761940389,4.09,,
24.36509,98.84,1009.92,24.56,1761940449,4.09,,
24.37507,98.84,1009.95,24.57,1761940509,4.09,,
24.34174,98.82,1009.95,24.54,1761940569,4.09,,
24.30518,98.84,1009.97,24.5,1761940689,4.09,,
24.31178,98.82,1009.97,24.51,1761940749,4.1,,
24.29674,98.79,1009.98,24.5,1761940809,4.09,,
24.28506,98.78,1010.0,24.49,1761940869,4.09,,
24.2551,98.78,1009.99,24.46,1761940929,4.09,,
24.24835,98.74,1010.03,24.46,1761940989,4.09,,
24.23668,98.73,1010.05,24.45,1761941049,4.09,,
24.21994,98.69,1010.08,24.44,1761941109,4.09,,
24.22163,98.7,1010.09,24.44,1761941169,4.09,,
24.20826,98.68,1010.11,24.43,1761941229,4.09,,
24.20488,98.66,1010.12,24.43,1761941289,4.09,,
24.22823,98.68,1010.14,24.45,1761941349,4.09,,
24.19659,98.67,1010.12,24.42,1761941409,4.09,,
24.20995,98.69,1010.1,24.43,1761941469,4.09,,
24.20657,98.67,1010.09,24.43,1761941530,4.09,,
24.19321,98.65,1010.11,24.42,1761941590,4.09,,
24.17155,98.64,1010.09,24.4,1761941650,4.09,,
24.19321,98.65,1010.11,24.42,1761941710,4.09,,
24.17155,98.64,1010.12,24.4,1761941770,4.09,,
24.17816,98.62,1010.12,24.41,1761941830,4.09,,
24.13654,98.61,1010.13,24.37,1761941890,4.09,,
24.14314,98.59,1010.13,24.38,1761941950,4.09,,
24.12809,98.56,1010.14,24.37,1761942010,4.09,,
24.10981,98.57,1010.18,24.35,1761942070,4.09,,
24.0797,98.51,1010.19,24.33,1761942130,4.09,,
24.09967,98.51,1010.18,24.35,1761942190,4.09,,
24.08461,98.48,1010.19,24.34,1761942250,4.09,,
24.07632,98.49,1010.17,24.33,1761942310,4.09,,
24.07463,98.48,1010.19,24.33,1761942370,4.09,,
24.07125,98.46,1010.2,24.33,1761942490,4.09,,
24.05958,98.45,1010.2,24.32,1761942550,4.09,,
24.06956,98.45,1010.22,24.33,1761942610,4.09,,
24.06787,98.44,1010.21,24.33,1761942670,4.09,,
24.05789,98.44,1010.23,24.32,1761942731,4.09,,
24.0479,98.44,1010.24,24.31,1761942791,4.09,,
24.06127,98.46,1010.22,24.32,1761942851,4.09,,
24.04959,98.45,1010.24,24.31,1761942911,4.09,,
24.04959,98.45,1010.24,24.31,1761942971,4.09,,
24.03623,98.43,1010.24,24.3,1761943031,4.09,,
24.05789,98.44,1010.24,24.32,1761943091,4.09,,
24.02456,98.42,1010.26,24.29,1761943151,4.09,,
24.03285,98.41,1010.26,24.3,1761943211,4.09,,
23.98954,98.39,1010.27,24.26,1761943271,4.09,,
24.01458,98.42,1010.29,24.28,1761943331,4.09,,
24.00291,98.41,1010.32,24.27,1761943391,4.09,,
24.00291,98.41,1010.34,24.27,1761943451,4.09,,
23.98785,98.38,1010.36,24.26,1761943511,4.08,,
24.00629,98.43,1010.35,24.27,1761943573,4.08,,
23.98954,98.39,1010.36,24.26,1761943631,4.09,,
23.98126,98.4,1010.37,24.25,1761943691,4.09,,
23.98126,98.4,1010.36,24.25,1761943751,4.08,,
23.96789,98.38,1010.38,24.24,1761943811,4.09,,
23.9613,98.4,1010.42,24.23,1761943871,4.09,,
23.96958,98.39,1010.39,24.24,1761943931,4.09,,
23.94134,98.4,1010.43,24.21,1761943992,4.09,,
23.95639,98.43,1010.44,24.22,1761944052,4.09,,
23.95301,98.41,1010.44,24.22,1761944112,4.09,,
23.95301,98.41,1010.44,24.22,1761944172,4.09,,
23.95301,98.41,1010.44,24.22,1761944232,4.09,,
23.94134,98.4,1010.46,24.21,1761944292,4.09,,
23.93643,98.43,1010.41,24.2,1761944352,4.09,,
23.92645,98.43,1010.39,24.19,1761944412,4.09,,
23.92476,98.42,1010.39,24.19,1761944472,4.09,,
23.95317,98.47,1010.38,24.21,1761944532,4.09,,
23.95486,98.48,1010.38,24.21,1761944592,4.09,,
23.94826,98.5,1010.38,24.2,1761944652,4.09,,
23.96822,98.5,1010.38,24.22,1761944712,4.09,,
24.00323,98.53,1010.4,24.25,1761944772,4.08,,
23.99003,98.57,1010.41,24.23,1761944832,4.09,,
23.98665,98.55,1010.43,24.23,1761944892,4.09,,
23.99663,98.55,1010.44,24.24,1761944952,4.09,,
24.01168,98.58,1010.45,24.25,1761945012,4.09,,
24.0017,98.58,1010.48,24.24,1761945072,4.09,,
23.99171,98.58,1010.45,24.23,1761945132,4.09,,
24.00016,98.63,1010.46,24.23,1761945192,4.09,,
24.00016,98.63,1010.46,24.23,1761945252,4.09,,
24.00845,98.62,1010.44,24.24,1761945313,4.09,,
23.99355,98.65,1010.46,24.22,1761945373,4.09,,
24.01352,98.65,1010.48,24.24,1761945433,4.09,,
24.00691,98.67,1010.49,24.23,1761945493,4.09,,
24.01028,98.69,1010.51,24.23,1761945553,4.09,,
24.03531,98.72,1010.5,24.25,1761945613,4.09,,
24.02701,98.73,1010.5,24.24,1761945673,4.08,,
24.05204,98.76,1010.5,24.26,1761945733,4.09,,
24.03376,98.77,1010.49,24.24,1761945793,4.09,,
24.05217,98.82,1010.47,24.25,1761945853,4.09,,
24.01716,98.79,1010.49,24.22,1761945913,4.09,,
24.05049,98.81,1010.47,24.25,1761945973,4.09,,
24.06047,98.81,1010.48,24.26,1761946033,4.09,,
24.03881,98.8,1010.49,24.24,1761946093,4.09,,
24.0488,98.8,1010.49,24.25,1761946153,4.08,,
24.05386,98.83,1010.5,24.25,1761946213,4.09,,
24.06384,98.83,1010.49,24.26,1761946273,4.09,,
24.04555,98.84,1010.52,24.24,1761946333,4.09,,
24.02053,98.81,1010.49,24.22,1761946393,4.09,,
24.02053,98.81,1010.48,24.22,1761946454,4.09,,
23.99057,98.81,1010.55,24.19,1761946754,4.09,,
23.98552,98.78,1010.56,24.19,1761946814,4.09,,
23.97722,98.79,1010.57,24.18,1761946874,4.08,,
23.95725,98.79,1010.56,24.16,1761946934,4.09,,
23.94895,98.8,1010.57,24.15,1761946994,4.09,,
23.95232,98.82,1010.61,24.15,1761947054,4.09,,
23.90733,98.79,1010.62,24.11,1761947114,4.09,,
23.91899,98.8,1010.63,24.12,1761947174,4.09,,
23.88736,98.79,1010.64,24.09,1761947234,4.09,,
23.86233,98.76,1010.66,24.07,1761947294,4.09,,
23.88567,98.78,1010.66,24.09,1761947354,4.09,,
23.89566,98.78,1010.67,24.1,1761947414,4.09,,
23.89229,98.76,1010.67,24.1,1761947474,4.09,,
23.90227,98.76,1010.64,24.11,1761947534,4.09,,
23.91226,98.76,1010.64,24.12,1761947594,4.09,,
23.90901,98.8,1010.64,24.11,1761947655,4.09,,
23.90733,98.79,1010.64,24.11,1761947715,4.09,,
23.89734,98.79,1010.64,24.1,1761947775,4.09,,
23.90239,98.82,1010.65,24.1,1761947835,4.09,,
23.89577,98.84,1010.67,24.09,1761947895,4.09,,
23.86581,98.84,1010.68,24.06,1761947955,4.09,,
23.86077,98.81,1010.67,24.06,1761948015,4.08,,
23.87075,98.81,1010.7,24.07,1761948075,4.09,,
23.84741,98.79,1010.71,24.05,1761948135,4.09,,
23.8758,98.84,1010.74,24.07,1761948195,4.09,,
23.82744,98.79,1010.76,24.03,1761948255,4.09,,
23.83912,98.8,1010.8,24.04,1761948315,4.09,,
23.82083,98.81,1010.8,24.02,1761948375,4.09,,
23.8491,98.8,1010.81,24.05,1761948435,4.08,,
23.80916,98.8,1010.81,24.01,1761948495,4.09,,
23.81915,98.8,1010.81,24.02,1761948555,4.09,,
23.79413,98.77,1010.78,24.0,1761948615,4.08,,
23.81578,98.78,1010.8,24.02,1761948675,4.09,,
23.81084,98.81,1010.82,24.01,1761948735,4.08,,
23.81084,98.81,1010.82,24.01,1761948795,4.09,,
23.80254,98.82,1010.83,24.0,1761948855,4.09,,
23.7709,98.81,1010.83,23.97,1761948916,4.08,,
23.81084,98.81,1010.85,24.01,1761948976,4.09,,
23.80748,98.79,1010.88,24.01,1761949036,4.08,,
23.80254,98.82,1010.91,24.0,1761949096,4.08,,
23.80086,98.81,1010.92,24.0,1761949156,4.09,,
23.81252,98.82,1010.97,24.01,1761949216,4.09,,
23.82587,98.84,1010.99,24.02,1761949276,4.08,,
23.81757,98.85,1011.02,24.01,1761949336,4.09,,
23.82587,98.84,1011.05,24.02,1761949396,4.09,,
23.80927,98.86,1011.07,24.0,1761949456,4.09,,
23.82251,98.82,1011.1,24.02,1761949516,4.1,,
23.84921,98.86,1011.14,24.04,1761949576,4.09,,
23.83922,98.86,1011.17,24.03,1761949636,4.09,,
23.84921,98.86,1011.19,24.04,1761949696,4.08,,
23.82924,98.86,1011.17,24.02,1761949756,4.11,,
23.82755,98.85,1011.18,24.02,1761949816,4.09,,
23.82587,98.84,1011.18,24.02,1761949876,4.09,,
23.83922,98.86,1011.17,24.03,1761949936,4.11,,
23.82587,98.84,1011.17,24.02,1761949996,4.11,,
23.81757,98.85,1011.16,24.01,1761950056,4.09,,
23.85257,98.88,1011.17,24.04,1761950116,4.09,,
23.8409,98.87,1011.16,24.03,1761950177,4.09,,
23.83754,98.85,1011.2,24.03,1761950237,4.09,,
23.83754,98.85,1011.19,24.03,1761950297,4.1,,
23.87254,98.88,1011.2,24.06,1761950357,4.1,,
23.86087,98.87,1011.21,24.05,1761950417,4.09,,
23.84921,98.86,1011.22,24.04,1761950477,4.1,,
23.87917,98.86,1011.23,24.07,1761950537,4.1,,
23.88421,98.89,1011.18,24.07,1761950597,4.09,,
23.8942,98.89,1011.18,24.08,1761950657,4.11,,
23.88085,98.87,1011.17,24.07,1761950717,4.11,,
23.89252,98.88,1011.15,24.08,1761950778,4.11,,
23.89083,98.87,1011.15,24.08,1761950837,4.1,,
23.88747,98.85,1011.14,24.08,1761950897,4.1,,
23.89588,98.9,1011.15,24.08,1761950957,4.11,,
23.89083,98.87,1011.17,24.08,1761951017,4.1,,
23.91081,98.87,1011.18,24.1,1761951077,4.11,,
23.91911,98.86,1011.19,24.11,1761951137,4.09,,
23.90082,98.87,1011.21,24.09,1761951197,4.1,,
23.91249,98.88,1011.26,24.1,1761951257,4.11,,
23.93583,98.9,1011.31,24.12,1761951318,4.12,,
23.95412,98.89,1011.33,24.14,1761951378,4.12,,
23.96915,98.92,1011.36,24.15,1761951438,4.11,,
23.95748,98.91,1011.38,24.14,1761951498,4.11,,
23.9641,98.89,1011.37,24.15,1761951558,4.09,,
23.97409,98.89,1011.39,24.16,1761951618,4.09,,
23.97577,98.9,1011.38,24.16,1761951678,4.12,,
23.99743,98.91,1011.39,24.18,1761951738,4.1,,
23.98082,98.93,1011.37,24.16,1761951798,4.12,,
24.01908,98.92,1011.4,24.2,1761951858,4.1,,
24.04074,98.93,1011.43,24.22,1761951918,4.12,,
24.0624,98.94,1011.45,24.24,1761951978,4.1,,
24.04242,98.94,1011.47,24.22,1761952038,4.11,,
24.06576,98.96,1011.49,24.24,1761952098,4.13,,
24.09909,98.98,1011.51,24.27,1761952158,4.1,,
24.09235,98.94,1011.53,24.27,1761952218,4.11,,
24.13735,98.97,1011.53,24.31,1761952278,4.12,,
24.13904,98.98,1011.54,24.31,1761952338,4.13,,
24.16238,99.0,1011.54,24.33,1761952398,4.12,,
24.16238,99.0,1011.53,24.33,1761952458,4.12,,
24.18404,99.01,1011.52,24.35,1761952518,4.11,,
24.18404,99.01,1011.53,24.35,1761952578,4.11,,
24.15901,98.98,1011.54,24.33,1761952638,4.13,,
24.19728,98.97,1011.53,24.37,1761952698,4.12,,
24.22062,98.99,1011.55,24.39,1761952758,4.12,,
24.24553,98.96,1011.56,24.42,1761952818,4.12,,
24.26887,98.98,1011.6,24.44,1761952879,4.12,,
24.26719,98.97,1011.6,24.44,1761952939,4.12,,
24.28884,98.98,1011.62,24.46,1761952999,4.12,,
24.3288,98.98,1011.65,24.5,1761953059,4.11,,
24.33048,98.99,1011.64,24.5,1761953119,4.13,,
24.37212,99.0,1011.69,24.54,1761953179,4.12,,
24.41207,99.0,1011.72,24.58,1761953239,4.11,,
24.44709,99.03,1011.76,24.61,1761953299,4.12,,
24.45202,99.0,1011.8,24.62,1761953359,4.13,,
24.462,99.0,1011.84,24.63,1761953419,4.13,,
24.52193,99.0,1011.84,24.69,1761953479,4.14,,
24.56019,98.99,1011.86,24.73,1761953539,4.14,,
24.58016,98.99,1011.86,24.75,1761953599,4.13,,
24.64839,98.98,1011.88,24.82,1761953659,4.12,,
24.69002,98.99,1011.9,24.86,1761953719,4.12,,
24.72337,99.01,1011.91,24.89,1761953779,4.11,,
24.76163,99.0,1011.93,24.93,1761953839,4.13,,
24.7899,98.99,1012.0,24.96,1761953899,4.13,,
24.78651,98.97,1012.01,24.96,1761953959,4.13,,
24.78635,98.91,1012.04,24.97,1761954019,4.12,,
24.75791,98.86,1012.06,24.95,1761954079,4.13,,
24.75264,98.77,1012.08,24.96,1761954139,4.13,,
24.74397,98.66,1012.07,24.97,1761954200,4.13,,
24.78031,98.58,1012.05,25.02,1761954260,4.13,,
24.80663,98.5,1012.05,25.06,1761954320,4.12,,
24.82467,98.43,1012.06,25.09,1761954380,4.12,,
24.87774,98.39,1012.07,25.15,1761954440,4.13,,
24.91596,98.38,1012.06,25.19,1761954500,4.12,,
24.93591,98.38,1012.08,25.21,1761954560,4.13,,
25.02402,98.37,1012.11,25.3,1761954620,4.14,,
25.05882,98.34,1012.09,25.34,1761954680,4.14,,
25.10531,98.32,1012.12,25.39,1761954740,4.14,,
25.13839,98.28,1012.14,25.43,1761954800,4.14,,
25.14638,98.21,1012.13,25.45,1761954860,4.13,,
25.16092,98.12,1012.12,25.48,1761954920,4.13,,
25.17513,97.97,1012.13,25.52,1761954980,4.14,,
25.16795,97.87,1012.13,25.53,1761955040,4.13,,
25.21887,97.76,1012.11,25.6,1761955101,4.14,,
25.23984,97.65,1012.1,25.64,1761955160,4.13,,
25.24084,97.54,1012.1,25.66,1761955220,4.13,,
25.2652,97.45,1012.1,25.7,1761955280,4.12,,
25.31331,97.44,1012.12,25.75,1761955341,4.13,,
25.36794,97.41,1012.09,25.81,1761955400,4.13,,
25.41777,97.41,1012.14,25.86,1761955461,4.14,,
25.45764,97.41,1012.1,25.9,1761955521,4.12,,
25.52263,97.44,1012.11,25.96,1761955581,4.11,,
25.54083,97.43,1012.14,25.98,1761955641,4.11,,
25.55559,97.4,1012.2,26.0,1761955701,4.13,,
25.59503,97.34,1012.17,26.05,1761955761,4.13,,
25.53873,97.13,1012.16,26.03,1761955821,4.12,,
25.50356,96.87,1012.17,26.04,1761955881,4.12,,
25.45433,96.53,1012.2,26.05,1761955941,4.14,,
25.46029,96.45,1012.21,26.07,1761956001,4.12,,
25.48265,96.35,1012.24,26.11,1761956061,4.13,,
25.47983,96.22,1012.25,26.13,1761956121,4.13,,
25.52203,96.12,1012.25,26.19,1761956181,4.13,,
25.48754,95.98,1012.26,26.18,1761956241,4.13,,
25.50861,95.93,1012.22,26.21,1761956301,4.13,,
25.55309,95.9,1012.22,26.26,1761956361,4.13,,
25.57415,95.85,1012.2,26.29,1761956421,4.12,,
25.57354,95.79,1012.21,26.3,1761956481,4.13,,
25.62028,95.66,1012.2,26.37,1761956541,4.13,,
25.62078,95.55,1012.23,26.39,1761956601,4.13,,
25.55079,95.21,1012.23,26.38,1761956661,4.13,,
25.48451,94.78,1012.26,26.39,1761956721,4.13,,
25.46807,94.52,1012.28,26.42,1761956781,4.13,,
25.49098,94.37,1012.29,26.47,1761956842,4.12,,
25.44454,94.11,1012.27,26.47,1761956902,4.14,,
25.44209,93.93,1012.25,26.5,1761956962,4.14,,
25.55039,93.87,1012.19,26.62,1761957022,4.12,,
25.60821,93.75,1012.22,26.7,1761957142,4.13,,
25.59114,93.6,1012.23,26.71,1761957202,4.13,,
25.58933,93.26,1012.27,26.77,1761957262,4.13,,
25.58013,92.99,1012.28,26.81,1761957322,4.13,,
25.56814,92.76,1012.31,26.84,1761957382,4.13,,
25.59098,92.45,1012.31,26.92,1761957442,4.13,,
25.56594,92.15,1012.33,26.95,1761957502,4.13,,
25.57882,91.95,1012.33,27.0,1761957562,4.13,,
25.59966,91.74,1012.31,27.06,1761957622,4.14,,
25.57716,91.51,1012.32,27.08,1761957682,4.13,,
25.61923,91.47,1012.32,27.13,1761957742,4.14,,
25.69717,91.41,1012.34,27.22,1761957802,4.14,,
25.6825,91.17,1012.31,27.25,1761957862,4.14,,
25.7097,90.89,1012.31,27.33,1761957922,4.14,,
25.73749,90.88,1012.32,27.36,1761957982,4.13,,
25.79803,90.94,1012.38,27.41,1761958042,4.14,,
25.84979,90.74,1012.34,27.5,1761958102,4.14,,
25.84535,90.61,1012.36,27.52,1761958162,4.14,,
25.95415,90.77,1012.34,27.6,1761958222,4.14,,
25.99796,90.74,1012.34,27.65,1761958282,4.14,,
26.02071,90.65,1012.32,27.69,1761958343,4.14,,
26.00554,90.41,1012.28,27.72,1761958403,4.14,,
25.98323,90.08,1012.26,27.76,1761958463,4.14,,
26.03965,89.96,1012.23,27.84,1761958523,4.14,,
26.11763,89.85,1012.2,27.94,1761958583,4.14,,
26.10678,89.74,1012.18,27.95,1761958643,4.14,,
26.14941,89.6,1012.14,28.02,1761958703,4.15,,
26.15941,89.34,1012.14,28.08,1761958763,4.14,,
26.12603,89.06,1012.14,28.1,1761958823,4.13,,
26.12966,88.82,1012.15,28.15,1761958883,4.14,,
26.20243,88.84,1012.17,28.22,1761958943,4.13,,
26.29131,89.1,1012.21,28.26,1761959003,4.14,,
26.366,89.13,1012.23,28.33,1761959063,4.14,,
26.37181,88.85,1012.26,28.39,1761959123,4.14,,
26.33082,88.79,1012.29,28.36,1761959183,4.14,,
26.33258,88.49,1012.33,28.42,1761959243,4.14,,
26.37825,88.42,1012.38,28.48,1761959303,4.14,,
26.3413,88.33,1012.39,28.46,1761959364,4.14,,
26.40709,88.16,1012.41,28.56,1761959424,4.14,,
26.42315,88.09,1012.42,28.59,1761959484,4.14,,
26.48797,88.12,1012.47,28.65,1761959544,4.14,,
