dew,humidity,pressure,rainfall,rainrate,temperature,timestamp,volt
24.74792,95.421,1010.26,1.6764,0.0,25.53674,1761938753,4.0225
24.75566,95.48013,1010.25,1.6764,0.0,25.53407,1761938813,3.93375
24.78231,95.54116,1010.23,1.6764,0.0,25.55009,1761938873,3.9475
24.77795,95.51637,1010.24,0.0,0.0,25.55009,1761938933,3.9325
24.82953,95.59838,1010.27,1.6764,0.0,25.58747,1761938993,3.9475
24.82864,95.66895,1010.24,1.6764,0.0,25.57412,1761939053,3.9375
24.80709,95.6823,1010.29,1.6764,0.0,25.55009,1761939113,3.935
24.83435,95.71664,1010.27,1.6764,0.0,25.57145,1761939173,3.9375
24.8157,95.67086,1010.27,1.6764,0.0,25.56077,1761939233,3.92625
24.83536,95.72236,1010.29,1.6764,0.0,25.57145,1761939293,3.95375
24.83301,95.70901,1010.29,1.6764,0.0,25.57145,1761939353,3.9475
24.82137,95.68803,1010.3,1.6764,0.0,25.56344,1761939413,3.99125
24.85256,95.68421,1010.29,1.6764,0.0,25.59548,1761939473,3.95625
24.81469,95.66514,1010.27,1.6764,0.0,25.56077,1761939533,4.0025
24.81405,95.67658,1010.25,1.6764,0.0,25.5581,1761939593,3.93375
24.83625,95.65179,1010.24,1.6764,0.0,25.5848,1761939653,3.93875
24.82607,95.72999,1010.2,1.6764,0.0,25.56077,1761939773,4.02375
24.84696,95.71282,1010.2,1.6764,0.0,25.5848,1761939833,3.93875
24.82632,95.67086,1010.17,1.6764,0.0,25.57145,1761939893,3.95625
24.82257,95.6041,1010.14,1.6764,0.0,25.57946,1761939953,3.9375
24.80159,95.56023,1010.13,1.6764,0.0,25.56611,1761940013,3.95875
24.79628,95.56023,1010.07,1.6764,0.0,25.56077,1761940073,3.92625
24.78522,95.49729,1010.04,1.6764,0.0,25.56077,1761940133,3.935
24.78164,95.53735,1010.03,1.6764,0.0,25.55009,1761940193,3.93
24.77166,95.5259,1009.99,1.6764,0.0,25.54208,1761940253,3.9325
24.77153,95.44961,1010.0,1.6764,0.0,25.55543,1761940313,3.9275
24.76515,95.41337,1009.98,1.6764,0.0,25.55543,1761940373,3.9525
24.74145,95.33898,1009.99,1.6764,0.0,25.54475,1761940433,3.93375
24.7258,95.31037,1009.96,1.6764,0.0,25.53407,1761940493,3.9375
24.70612,95.25887,1010.0,1.6764,0.0,25.52338,1761940553,3.93125
24.69836,95.19974,1010.02,1.6764,0.0,25.52605,1761940613,3.9375
24.67881,95.20927,1010.01,1.6764,0.0,25.50469,1761940673,3.94125
24.6744,95.16922,1010.03,1.6764,0.0,25.50736,1761940733,3.94125
24.65576,95.1387,1010.06,1.6764,0.0,25.49401,1761940793,3.93125
24.64575,95.112,1010.04,1.6764,0.0,25.48867,1761940853,3.94125
24.63566,95.05478,1010.09,1.6764,0.0,25.48867,1761940913,3.9425
24.62549,95.10246,1010.09,1.6764,0.0,25.46998,1761940973,3.9275
24.64078,95.11391,1010.13,1.6764,0.0,25.48333,1761941033,3.93625
24.64088,95.15968,1010.13,1.6764,0.0,25.47532,1761941093,3.93875
24.64649,95.14633,1010.18,1.6764,0.0,25.48333,1761941153,3.9325
24.63282,95.11391,1010.19,1.6764,0.0,25.47532,1761941213,3.92875
24.61462,95.13107,1010.17,1.6764,0.0,25.45396,1761941273,3.9375
24.62953,95.12535,1010.2,1.6764,0.0,25.46998,1761941333,3.93875
24.61051,95.07767,1010.18,1.6764,0.0,25.4593,1761941393,3.92875
24.60139,95.01091,1010.19,1.6764,0.0,25.46197,1761941453,3.93
24.57702,94.94797,1010.2,0.0,0.0,25.44862,1761941513,3.94
24.57702,94.94797,1010.18,1.6764,0.0,25.44862,1761941573,3.93875
24.56801,94.92699,1010.13,1.6764,0.0,25.44328,1761941633,3.9275
24.54031,94.86023,1010.16,1.6764,0.0,25.42725,1761941693,4.0025
24.53307,94.8793,1010.21,0.0,0.0,25.41657,1761941753,3.93875
24.54996,94.86977,1010.18,1.6764,0.0,25.43526,1761941813,3.9325
24.50658,94.7744,1010.19,1.6764,0.0,25.40856,1761941873,3.9375
24.50485,94.7496,1010.19,1.6764,0.0,25.41123,1761941933,3.9425
24.4862,94.71908,1010.21,1.6764,0.0,25.39788,1761941993,3.9275
24.47709,94.66758,1010.21,0.0,0.0,25.39788,1761942053,3.93125
24.46504,94.62943,1010.24,1.6764,0.0,25.39254,1761942113,3.93625
24.46779,94.65995,1010.26,1.6764,0.0,25.38987,1761942173,3.93
24.49647,94.71717,1010.26,1.6764,0.0,25.40856,1761942233,3.935
24.45265,94.69428,1010.27,0.0,0.0,25.36851,1761942293,3.94875
24.46489,94.68856,1010.26,1.6764,0.0,25.38186,1761942353,3.935
24.43867,94.67521,1010.27,1.6764,0.0,25.35783,1761942473,3.94
24.43986,94.74197,1010.28,1.6764,0.0,25.34715,1761942533,3.9425
24.47455,94.81827,1010.28,1.6764,0.0,25.36851,1761942593,3.9425
24.5128,94.98993,1010.28,1.6764,0.0,25.37652,1761942653,3.92375
24.50738,94.94415,1010.3,1.6764,0.0,25.37919,1761942713,4.00875
24.47363,94.84306,1010.31,1.6764,0.0,25.36317,1761942773,3.9375
24.45098,94.80492,1010.28,1.6764,0.0,25.34715,1761942833,3.92625
24.44155,94.75151,1010.31,1.6764,0.0,25.34715,1761942893,3.9325
24.4173,94.73434,1010.34,1.6764,0.0,25.32578,1761942953,3.93625
24.43408,94.69428,1010.33,1.6764,0.0,25.34982,1761943013,3.96125
24.38154,94.63706,1010.34,1.6764,0.0,25.30709,1761943073,3.94875
24.36365,94.64088,1010.32,1.6764,0.0,25.2884,1761943133,3.935
24.36934,94.65804,1010.37,1.6764,0.0,25.29107,1761943193,3.9275
24.39739,94.72671,1010.35,1.6764,0.0,25.30709,1761943253,3.93875
24.37238,94.67521,1010.38,1.6764,0.0,25.29107,1761943313,3.935
24.34741,94.63897,1010.38,1.6764,0.0,25.27238,1761943373,3.9375
24.37264,94.76677,1010.44,1.6764,0.0,25.27505,1761943433,3.9575
24.39103,94.8259,1010.45,1.6764,0.0,25.28306,1761943493,3.94875
24.39036,94.9575,1010.46,1.6764,0.0,25.25903,1761943553,3.92875
24.42399,95.01282,1010.44,0.0,0.0,25.28306,1761943613,3.93
24.40684,94.91554,1010.44,1.6764,0.0,25.28306,1761943673,3.93375
24.36903,94.91173,1010.46,1.6764,0.0,25.24567,1761943733,3.93625
24.38495,94.91173,1010.48,1.6764,0.0,25.2617,1761943793,3.93
24.39283,94.88121,1010.51,1.6764,0.0,25.27505,1761943853,3.94375
24.36843,94.93843,1010.51,1.6764,0.0,25.24033,1761943913,3.9325
24.36413,94.94415,1010.53,1.6764,0.0,25.23499,1761943973,3.93375
24.35998,95.01091,1010.53,1.6764,0.0,25.21896,1761944033,3.93375
24.37555,95.009,1010.52,1.6764,0.0,25.23499,1761944093,3.94625
24.35964,95.009,1010.53,1.6764,0.0,25.21896,1761944153,3.9225
24.37035,95.05478,1010.52,1.6764,0.0,25.22163,1761944213,3.95125
24.38526,95.04906,1010.52,1.6764,0.0,25.23766,1761944273,3.93125
24.36233,95.02426,1010.51,0.0,0.0,25.21896,1761944333,3.9425
24.38963,95.07385,1010.49,1.6764,0.0,25.23766,1761944393,3.955
24.37559,95.02426,1010.49,1.6764,0.0,25.23232,1761944453,3.95375
24.39587,95.04906,1010.51,1.6764,0.0,25.24834,1761944513,3.9375
24.37576,95.10056,1010.49,1.6764,0.0,25.21896,1761944573,3.92625
24.39997,95.10246,1010.5,1.6764,0.0,25.243,1761944633,3.93625
24.4176,95.12726,1010.47,1.6764,0.0,25.25636,1761944693,3.94125
24.39332,95.09483,1010.45,0.0,0.0,25.23766,1761944753,3.93625
24.3732,94.99565,1010.48,1.6764,0.0,25.23499,1761944813,3.94125
24.35191,94.96513,1010.55,1.6764,0.0,25.21896,1761944873,4.03
24.35957,94.97849,1010.54,1.6764,0.0,25.2243,1761944933,3.935
24.3677,95.05478,1010.54,1.6764,0.0,25.21896,1761944993,3.95375
24.3735,95.13298,1010.53,1.6764,0.0,25.21095,1761945053,3.93125
24.38694,95.22453,1010.56,1.6764,0.0,25.20828,1761945113,3.93375
24.39129,95.24933,1010.56,1.6764,0.0,25.20828,1761945173,3.93625
24.42386,95.28367,1010.55,0.0,0.0,25.23499,1761945233,3.9425
24.42994,95.34852,1010.56,1.6764,0.0,25.22964,1761945293,3.93875
24.41072,95.35996,1010.56,1.6764,0.0,25.20828,1761945353,3.93625
24.42997,95.36378,1010.56,1.6764,0.0,25.22697,1761945413,3.9325
24.45593,95.421,1010.6,1.6764,0.0,25.243,1761945473,3.92625
24.41837,95.37331,1010.59,1.6764,0.0,25.21362,1761945533,3.93125
24.42834,95.38476,1010.59,1.6764,0.0,25.22163,1761945593,3.94
24.41371,95.36187,1010.6,1.6764,0.0,25.21095,1761945653,3.92625
24.42031,95.33898,1010.6,1.6764,0.0,25.22163,1761945713,3.94375
24.44643,95.50301,1010.59,1.6764,0.0,25.21896,1761945773,3.94375
24.45046,95.54116,1010.57,1.6764,0.0,25.21629,1761945833,3.94875
24.44509,95.49538,1010.56,1.6764,0.0,25.21896,1761945893,3.95
24.42174,95.40765,1010.57,1.6764,0.0,25.21095,1761945953,3.94
24.42028,95.32372,1010.56,1.6764,0.0,25.2243,1761946013,3.93375
24.37101,95.22453,1010.58,1.6764,0.0,25.19226,1761946073,3.9375
24.38861,95.23407,1010.58,0.0,0.0,25.20828,1761946133,3.9525
24.3904,95.30465,1010.58,1.6764,0.0,25.1976,1761946193,3.9325
24.41213,95.41337,1010.6,1.6764,0.0,25.20027,1761946253,3.935
24.42515,95.4725,1010.64,1.6764,0.0,25.20294,1761946313,3.94625
24.44212,95.50874,1010.58,1.6764,0.0,25.21362,1761946373,3.95875
24.4185,95.46487,1010.58,0.0,0.0,25.1976,1761946433,3.95125
24.39644,95.35424,1010.64,1.6764,0.0,25.19493,1761946613,3.9325
24.41538,95.37141,1010.65,1.6764,0.0,25.21095,1761946673,3.9525
24.43305,95.42672,1010.67,1.6764,0.0,25.21896,1761946733,4.01
24.41451,95.45724,1010.67,1.6764,0.0,25.19493,1761946793,3.94125
24.37751,95.33707,1010.7,0.0,0.0,25.17891,1761946853,3.9325
24.37249,95.30846,1010.69,1.6764,0.0,25.17891,1761946913,3.955
24.37012,95.27985,1010.68,1.6764,0.0,25.18158,1761946973,3.94
24.36328,95.16541,1010.69,0.0,0.0,25.19493,1761947033,3.98625
24.3014,95.07004,1010.73,1.6764,0.0,25.14954,1761947093,3.93375
24.29896,95.01091,1010.73,1.6764,0.0,25.15755,1761947153,3.935
24.31219,95.16159,1010.74,1.6764,0.0,25.1442,1761947213,3.9325
24.32118,95.18257,1010.77,0.0,0.0,25.14954,1761947273,3.93125
24.33267,95.30846,1010.79,1.6764,0.0,25.13885,1761947333,3.95
24.34251,95.45533,1010.78,0.0,0.0,25.12283,1761947393,3.92625
24.34178,95.40574,1010.8,1.6764,0.0,25.13084,1761947453,3.935
24.34506,95.37904,1010.74,0.0,0.0,25.13885,1761947513,4.03
24.32144,95.33517,1010.74,1.6764,0.0,25.12283,1761947573,3.94625
24.30279,95.28939,1010.75,1.6764,0.0,25.11215,1761947633,3.94875
24.32306,95.31419,1010.75,1.6764,0.0,25.12817,1761947693,3.94
24.29576,95.24933,1010.77,1.6764,0.0,25.11215,1761947753,3.935
24.3141,95.30846,1010.78,1.6764,0.0,25.12016,1761947813,3.93875
24.29277,95.24742,1010.75,1.6764,0.0,25.10948,1761947873,3.9475
24.26051,95.19974,1010.75,1.6764,0.0,25.08545,1761947933,3.9575
24.24848,95.14633,1010.79,1.6764,0.0,25.08278,1761947993,3.9325
24.24508,95.09674,1010.81,1.6764,0.0,25.08812,1761948053,3.92875
24.20882,95.04143,1010.82,1.6764,0.0,25.06142,1761948113,3.9275
24.20891,95.0872,1010.84,0.0,0.0,25.05341,1761948173,3.94875
24.24016,95.12917,1010.91,1.6764,0.0,25.07744,1761948233,3.9375
24.18818,94.99947,1010.88,1.6764,0.0,25.04807,1761948293,3.94125
24.18311,94.9556,1010.9,1.6764,0.0,25.05074,1761948353,3.92625
24.18912,94.97467,1010.95,1.6764,0.0,25.05341,1761948413,3.925
24.15601,94.99756,1010.92,1.6764,0.0,25.01602,1761948473,3.95125
24.13848,95.01854,1010.9,1.6764,0.0,24.99466,1761948533,3.95125
24.15249,95.06813,1010.92,1.6764,0.0,25.0,1761948593,3.93375
24.18179,95.12917,1010.91,1.6764,0.0,25.01869,1761948653,3.945
24.19913,95.18257,1010.92,1.6764,0.0,25.0267,1761948713,3.925
24.19759,95.2646,1010.94,1.6764,0.0,25.01068,1761948773,3.92875
24.21632,95.37141,1010.94,1.6764,0.0,25.01068,1761948833,3.9375
24.23492,95.38667,1010.92,1.6764,0.0,25.0267,1761948893,3.91625
24.23859,95.40765,1010.98,1.6764,0.0,25.0267,1761948953,3.94875
24.23122,95.35043,1010.99,1.6764,0.0,25.02937,1761949013,3.9375
24.22721,95.32754,1011.03,1.6764,0.0,25.02937,1761949073,3.93
24.19358,95.2417,1011.02,1.6764,0.0,25.01068,1761949133,3.945
24.19499,95.29511,1011.06,1.6764,0.0,25.00267,1761949193,3.9325
24.18863,95.25887,1011.11,1.6764,0.0,25.00267,1761949253,3.91625
24.17897,95.23407,1011.09,1.6764,0.0,24.99733,1761949313,3.9325
24.21093,95.31037,1011.11,1.6764,0.0,25.01602,1761949373,3.93875
24.19633,95.30274,1011.16,1.6764,0.0,25.00267,1761949433,3.93375
24.21728,95.34661,1011.18,1.6764,0.0,25.01602,1761949493,3.95375
24.21894,95.34089,1011.24,1.6764,0.0,25.01869,1761949553,3.92125
24.21294,95.32182,1011.27,1.6764,0.0,25.01602,1761949613,3.9425
24.19768,95.32563,1011.24,1.6764,0.0,25.0,1761949673,4.0025
24.19367,95.30274,1011.27,1.6764,0.0,25.0,1761949733,3.93625
24.19199,95.29321,1011.26,1.6764,0.0,25.0,1761949793,3.9425
24.18997,95.2665,1011.27,1.6764,0.0,25.00267,1761949853,3.9275
24.19793,95.2665,1011.27,1.6764,0.0,25.01068,1761949913,3.93875
24.21051,95.24742,1011.29,1.6764,0.0,25.0267,1761949973,3.9375
24.17493,95.19592,1011.25,1.6764,0.0,25.0,1761950033,3.94625
24.17316,95.12535,1011.25,1.6764,0.0,25.01068,1761950093,3.9375
24.15489,95.112,1011.24,1.6764,0.0,24.99466,1761950153,3.945
24.17776,95.10628,1011.24,1.6764,0.0,25.01869,1761950213,3.96
24.16324,95.14442,1011.29,1.6764,0.0,24.99733,1761950273,3.9275
24.1789,95.18829,1011.31,1.6764,0.0,25.00534,1761950333,3.9525
24.17696,95.22263,1011.31,1.6764,0.0,24.99733,1761950393,3.91875
24.18758,95.22263,1011.31,1.6764,0.0,25.00801,1761950453,3.91375
24.18227,95.22263,1011.31,1.6764,0.0,25.00267,1761950513,3.94625
24.18789,95.20927,1011.3,1.6764,0.0,25.01068,1761950573,3.9175
24.19485,95.20355,1011.28,1.6764,0.0,25.01869,1761950633,3.9425
24.18253,95.17876,1011.27,1.6764,0.0,25.01068,1761950693,3.955
24.17318,95.14061,1011.3,1.6764,0.0,25.00801,1761950753,3.93625
24.12758,95.04715,1011.25,1.6764,0.0,24.97864,1761950813,3.92375
24.14451,95.05287,1011.23,1.6764,0.0,24.99466,1761950873,3.955
24.13557,95.06241,1011.2,1.6764,0.0,24.98398,1761950933,3.945
24.15489,95.112,1011.24,1.6764,0.0,24.99466,1761950993,3.92875
24.19341,95.13489,1011.23,1.6764,0.0,25.02937,1761951053,3.9475
24.19454,95.2169,1011.28,1.6764,0.0,25.01602,1761951113,3.93625
24.22451,95.29702,1011.29,1.6764,0.0,25.03204,1761951173,3.95875
24.25879,95.37141,1011.34,1.6764,0.0,25.05341,1761951233,3.93
24.26744,95.39048,1011.34,1.6764,0.0,25.05875,1761951293,3.965
24.2987,95.4477,1011.38,1.6764,0.0,25.08011,1761951353,3.93875
24.31327,95.42481,1011.43,1.6764,0.0,25.0988,1761951413,3.93375
24.29664,95.39048,1011.42,1.6764,0.0,25.08812,1761951473,3.94125
24.27491,95.28176,1011.44,1.6764,0.0,25.08545,1761951533,4.02625
24.2745,95.23407,1011.47,1.6764,0.0,25.09346,1761951593,3.95125
24.28406,95.19783,1011.42,1.6764,0.0,25.10948,1761951653,4.0
24.30277,95.27413,1011.45,1.6764,0.0,25.11482,1761951713,3.93625
24.31183,95.34089,1011.45,1.6764,0.0,25.11215,1761951773,3.94875
24.33183,95.40955,1011.51,1.6764,0.0,25.12016,1761951833,3.94
